LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
manchvince,172.28.34.249,xdsl 42,HABILITADO,Activo
porhrtene,172.29.98.254,xdsl 4,HABILITADO,Activo
uiofnastasir,172.30.251.82,xdsl 8,HABILITADO,Activo
salfrgrun_m,172.18.63.254,xdsl 2,HABILITADO,Activo
manmfpala_m,172.28.40.61,xdsl 6,HABILITADO,Activo
quegnbarahonac,172.22.66.254,xdsl 9,HABILITADO,Activo
manrcpicor,172.28.21.254,xdsl 44,HABILITADO,Activo
uiorrcampanao,172.30.254.179,xdsl 35,HABILITADO,Activo
milfamirandal_m,172.16.60.254,xdsl 21,HABILITADO,Activo
poreamene,172.29.58.254,xdsl 2,HABILITADO,Cancel
millmaldonados,172.16.21.241,xdsl 4,HABILITADO,Activo
strvmjimenez_m,172.20.40.254,xdsl 36,HABILITADO,Activo
uioprvasquezb,172.30.249.86,xdsl 5,HABILITADO,Activo
bbhmvcifu_m,172.23.29.254,xdsl 13,HABILITADO,Activo
vinbffuentest_m,172.25.2.253,xdsl 43,HABILITADO,Activo
quejcpach_m,172.22.68.254,xdsl 26,HABILITADO,Activo
LIBRE,172.16.106.253,xdsl 26,HABILITADO,In-Corte
gyenfsalazarm1,172.17.106.254,xdsl 44,HABILITADO,Activo
porpgguerronz,172.29.21.253,xdsl 16,HABILITADO,Activo
maceditorial_m,172.20.20.254,xdsl 20,HABILITADO,Activo
quefrcarm,172.22.52.254,xdsl 39,HABILITADO,Activo
macjfluzuria_m,172.20.36.254,xdsl 20,HABILITADO,Activo
milmcmedin_m4,172.16.22.253,xdsl 37,HABILITADO,Activo
quejcriveras,172.22.56.254,xdsl 40,HABILITADO,Activo
trojjjimene,10.114.9.253,xdsl 3,HABILITADO,Activo
jipnefiencoc,172.21.21.253,xdsl 42,HABILITADO,Activo
milaustro,172.16.21.254,xdsl 2,HABILITADO,Activo
trokesala23,10.114.13.254,xdsl 19,HABILITADO,Activo
balcjtoma_m,172.26.2.252,xdsl 22,HABILITADO,Activo
blsxmagui_m,10.111.3.254,xdsl 27,HABILITADO,Activo
triwssiavicha_m,10.114.3.254,xdsl 42,HABILITADO,Activo
porjeponces,172.29.50.254,xdsl 18,HABILITADO,Activo
trocoavilaf,10.114.2.254,xdsl 5,HABILITADO,Activo
mileejime_m,172.16.54.254,xdsl 41,HABILITADO,Activo
troloaguaiz,10.114.10.254,xdsl 30,HABILITADO,Activo
pinlmastudill_m,172.24.51.254,xdsl 28,HABILITADO,Activo
manljmosq_m,172.28.34.251,xdsl 30,HABILITADO,Cancel
empjfhenry,172.22.100.254,xdsl 18,HABILITADO,Activo
bbhjvcort,172.23.24.254,xdsl 27,HABILITADO,Activo
LIBRE,10.114.11.254,xdsl 16,BLOQUEADO,In-Corte
blsflapol_m,10.111.3.253,xdsl 22,HABILITADO,Activo
sallfgala2_m,172.18.41.254,xdsl 16,HABILITADO,Activo
quepgcoellom,172.22.53.254,xdsl 4,HABILITADO,Activo
empceangam,172.22.101.254,xdsl 18,HABILITADO,Activo
milncnovilloa_m,172.16.22.252,xdsl 44,HABILITADO,Activo
quergsanc_m,172.22.41.254,xdsl 37,HABILITADO,Activo
trijngusmanr,10.114.1.254,xdsl 13,HABILITADO,Cancel
jipnvtigu,172.21.32.254,xdsl 14,HABILITADO,Activo
gyepromodinast1,172.27.151.254,xdsl 42,HABILITADO,Activo
vinceelizaldem,172.25.2.254,xdsl 22,HABILITADO,Activo
queyyoukun_m,172.22.37.254,xdsl 41,HABILITADO,Activo
salaiabadh_m,172.18.58.254,xdsl 25,HABILITADO,Activo
maccaocho_m,172.20.38.254,xdsl 34,HABILITADO,Activo
blscmalvarad_m,10.111.2.254,xdsl 5,HABILITADO,Activo
empmcdec_m,172.22.102.254,xdsl 16,HABILITADO,Activo
manxcastillor_m,172.28.34.254,xdsl 12,HABILITADO,Activo
vintcastroa,172.25.1.252,xdsl 21,HABILITADO,Activo
vinjapalm,172.25.3.254,xdsl 7,HABILITADO,Cancel
LIBRE,172.25.1.254,xdsl 8,BLOQUEADO,In-Corte
pinscvala_m,172.24.32.254,xdsl 36,HABILITADO,Activo
LIBRE,172.28.50.254,xdsl 47,BLOQUEADO,In-Corte
libmseminario_m,172.18.52.254,xdsl 24,HABILITADO,Activo
troiimarinf,10.114.5.254,xdsl 24,HABILITADO,Activo
empfanava_m,172.22.101.252,xdsl 31,HABILITADO,Activo
stlddillonp_m,172.18.56.254,xdsl 8,HABILITADO,Activo
durmwgarc_m,172.17.104.254,xdsl 35,HABILITADO,Activo
tropeazuerop,10.114.9.254,xdsl 8,HABILITADO,Activo
trinmvegab_m,10.114.16.254,xdsl 46,HABILITADO,Activo
jipsabaquep,172.21.35.254,xdsl 20,HABILITADO,Activo
manbacede_m,172.28.86.251,xdsl 41,HABILITADO,Activo
vincdgarc,172.25.6.254,xdsl 42,HABILITADO,Activo
milddbrit_m6,172.16.21.245,xdsl 27,HABILITADO,Activo
tropjanga23,10.114.6.254,xdsl 22,HABILITADO,Activo
manwjzamoram,172.28.48.254,xdsl 8,HABILITADO,Activo
trimmjarab,10.114.12.254,xdsl 2,HABILITADO,Activo
milcyong_m6,172.16.39.254,xdsl 4,HABILITADO,Activo
milfillaquea_m4,172.16.20.253,xdsl 36,HABILITADO,Activo
balcjcabrer,172.26.3.254,xdsl 30,HABILITADO,Activo
uioglarrivab,172.30.251.84,xdsl 38,HABILITADO,Activo
zarcmcast_m,172.24.65.254,xdsl 26,HABILITADO,Activo
milccatim_m,172.16.24.253,xdsl 8,HABILITADO,Activo
tricvzeasy,10.114.3.253,xdsl 33,HABILITADO,Activo
pinrerodrigue_m,172.24.32.253,xdsl 18,HABILITADO,Activo
quepurodr_m,172.22.65.254,xdsl 17,HABILITADO,Activo
vinrcarrielc,172.25.1.253,xdsl 19,HABILITADO,Activo
millliu_m6,172.16.21.252,xdsl 40,HABILITADO,Activo
gyeltvill,172.17.127.254,xdsl 2,HABILITADO,Activo
LIBRE,172.24.30.254,xdsl 48,BLOQUEADO,Cancel
duryaescu,172.17.105.254,xdsl 27,HABILITADO,Activo
trohravilag,10.114.4.254,xdsl 22,HABILITADO,Activo
pinseagui_m,172.24.52.254,xdsl 41,HABILITADO,Activo
manjalau_m,172.28.86.239,xdsl 12,HABILITADO,Activo
queombazurtoy,172.22.58.254,xdsl 19,HABILITADO,Activo
zargzalva_m,172.24.69.254,xdsl 20,HABILITADO,Activo
porjrferrind,172.29.106.252,xdsl 4,HABILITADO,Activo
jipcagenco,172.21.36.254,xdsl 28,HABILITADO,Activo
jipdrsornozap,172.21.29.254,xdsl 41,HABILITADO,Activo
quezcao234,172.22.50.254,xdsl 42,HABILITADO,Activo
yagjgsaco,172.16.106.254,xdsl 35,HABILITADO,Activo
gyesmguzm_m,172.17.120.254,xdsl 39,HABILITADO,Activo
ballrmera_m,172.26.2.254,xdsl 30,HABILITADO,Cancel
jipjjmene,172.21.34.254,xdsl 37,HABILITADO,Activo
uiolmpere,172.30.251.132,xdsl 43,HABILITADO,Activo
milmzmoyaa_m6,172.16.21.242,xdsl 5,HABILITADO,Activo
macovordonezo_m,172.20.62.254,xdsl 43,HABILITADO,Activo
quepwsuareza,172.22.51.254,xdsl 10,HABILITADO,Activo
milldmendozac,172.16.20.254,xdsl 10,HABILITADO,Activo
quesjriva,172.22.57.254,xdsl 42,HABILITADO,Activo
pormmmore,172.29.46.254,xdsl 40,HABILITADO,Activo
milcesant_m6,172.16.20.251,xdsl 14,HABILITADO,Activo
libamcastros_m,172.18.55.254,xdsl 7,HABILITADO,Activo
pinjarequelm_m,172.24.28.254,xdsl 32,HABILITADO,Activo
bbhcjespi_m,172.23.37.254,xdsl 25,HABILITADO,Activo
pindmlojal_m,172.24.30.253,xdsl 47,HABILITADO,Activo
zarfirome_m,172.24.70.254,xdsl 19,HABILITADO,Activo
quelavald,172.22.70.254,xdsl 36,HABILITADO,Activo
miljesala_m,172.16.20.250,xdsl 46,HABILITADO,Activo
quemetriv,172.22.67.254,xdsl 37,HABILITADO,Activo
porssa,172.29.26.250,xdsl 29,HABILITADO,Activo
managjunq_m,172.28.34.248,xdsl 47,HABILITADO,Activo
pormccast,172.29.86.254,xdsl 12,HABILITADO,Activo
LIBRE,172.24.47.254,xdsl 15,BLOQUEADO,Cancel
porimi,172.29.90.254,xdsl 21,HABILITADO,Activo
milgfsali_m6,172.16.22.246,xdsl 39,HABILITADO,Activo
porsmgilerm,172.29.122.254,xdsl 47,HABILITADO,Activo
miljdguer_m,172.16.22.254,xdsl 2,HABILITADO,Activo
uiolkfreirem1,172.30.251.85,xdsl 8,HABILITADO,Cancel
pordrcastillov1,172.29.26.251,xdsl 3,HABILITADO,Activo
gyecboersma,172.17.112.254,xdsl 14,HABILITADO,Cancel
porleceva,172.29.26.252,xdsl 3,HABILITADO,Activo
poracolit,172.29.62.254,xdsl 21,HABILITADO,Activo
uiozse,172.30.249.146,xdsl 33,HABILITADO,Activo
pinbaromeroc_m,172.24.34.254,xdsl 27,HABILITADO,Activo
quewmruizc,172.22.21.254,xdsl 20,HABILITADO,Activo
quejccrq,172.22.33.254,xdsl 40,HABILITADO,Activo
queahcast,172.22.57.254,xdsl 41,HABILITADO,Activo
milomjorggec_m4,172.16.20.254,xdsl 12,HABILITADO,Activo
milsilozadac_m,172.16.20.251,xdsl 34,HABILITADO,Activo
poreavillama_m,172.29.106.254,xdsl 41,HABILITADO,Activo
quejlfrancoc,172.22.51.254,xdsl 20,HABILITADO,Activo
maccmcall_m,172.20.62.254,xdsl 17,HABILITADO,Activo
milcevasq_m,172.16.21.242,xdsl 30,HABILITADO,Activo
gyellpicoe1,172.17.120.254,xdsl 42,HABILITADO,Activo
milzmsilv_m6,172.16.24.251,xdsl 12,HABILITADO,Activo
jipmemarc,172.21.34.254,xdsl 41,HABILITADO,Activo
balagvall_m,172.26.2.254,xdsl 39,HABILITADO,Activo
jipfrmarqu,172.21.29.254,xdsl 45,HABILITADO,Activo
jipmofigueroac2,172.21.36.254,xdsl 32,HABILITADO,Activo
yagnavern,172.16.106.254,xdsl 43,HABILITADO,Cancel
milcachicaizab,172.16.57.254,xdsl 14,HABILITADO,Activo
quebravob,172.22.50.254,xdsl 16,HABILITADO,Activo
zariatorot_m,172.24.69.254,xdsl 36,HABILITADO,Activo
porcs,172.29.106.252,xdsl 48,HABILITADO,Activo
quejchidalg,172.22.58.254,xdsl 48,HABILITADO,Activo
durcfdiazv_m,172.17.105.254,xdsl 36,HABILITADO,Activo
pinerbrit_m,172.24.48.254,xdsl 19,HABILITADO,Cancel
pincdespino_m,172.24.52.254,xdsl 4,HABILITADO,Activo
quedarizzop,172.22.44.254,xdsl 42,HABILITADO,Cancel
tromxcabr_m,10.114.4.254,xdsl 1,HABILITADO,Activo
milsifreiree1,172.16.94.254,xdsl 2,HABILITADO,Activo
pinpeenca_m,172.24.30.254,xdsl 39,HABILITADO,Cancel
gyenmsalcedom1,172.17.127.254,xdsl 36,HABILITADO,Activo
LIBRE,172.25.1.253,xdsl 29,BLOQUEADO,In-Corte
LIBRE,172.18.39.254,xdsl 48,BLOQUEADO,In-Corte
milmjregalad_m6,172.16.21.252,xdsl 8,HABILITADO,Activo
quelvbelt,172.22.65.254,xdsl 11,HABILITADO,Activo
milllcarrie_m4,172.16.24.253,xdsl 31,HABILITADO,Activo
pinjhagui_m,172.24.32.253,xdsl 28,HABILITADO,Activo
zarctfern_m,172.24.65.254,xdsl 10,HABILITADO,Activo
trijamendozaa,10.114.3.253,xdsl 16,HABILITADO,Activo
milncjarami_m6,172.16.20.253,xdsl 12,HABILITADO,Activo
LIBRE,172.25.4.254,xdsl 47,BLOQUEADO,In-Corte
LIBRE,172.30.251.84,xdsl 13,BLOQUEADO,In-Corte
vinprbust,172.25.1.250,xdsl 43,HABILITADO,Activo
milljsarm_m6,172.16.39.254,xdsl 8,HABILITADO,Activo
baljgbrio,172.26.3.254,xdsl 31,HABILITADO,Cancel
milnpvalverd_m,172.16.21.245,xdsl 8,HABILITADO,Activo
manmepinp,172.28.48.254,xdsl 30,HABILITADO,Activo
trimoriof_m,10.114.12.254,xdsl 17,HABILITADO,Activo
tropjanga,10.114.6.254,xdsl 36,HABILITADO,Activo
manalmace,172.28.125.254,xdsl 18,HABILITADO,Activo
vinmmgome,172.25.6.254,xdsl 20,HABILITADO,Activo
jipjgcanart,172.21.35.254,xdsl 32,HABILITADO,Activo
manevordonez_m,172.28.86.251,xdsl 28,HABILITADO,Activo
trirayamu,10.114.16.254,xdsl 28,HABILITADO,Activo
trodjcara2,10.114.9.254,xdsl 22,HABILITADO,Activo
durwenava,172.17.104.254,xdsl 9,HABILITADO,Activo
stlejrodr,172.18.56.254,xdsl 31,HABILITADO,Cancel
LIBRE,172.18.52.254,xdsl 42,BLOQUEADO,In-Corte
tropeperal_m,10.114.5.254,xdsl 13,HABILITADO,Activo
quepjchev,172.22.21.252,xdsl 43,HABILITADO,Activo
manamgambo_m,172.28.50.254,xdsl 4,HABILITADO,Activo
vinjjsotoma_m3,172.25.1.252,xdsl 34,HABILITADO,Activo
vinmlmora,172.25.1.254,xdsl 16,HABILITADO,Activo
durfrmaci_m,172.17.133.254,xdsl 24,HABILITADO,Activo
LIBRE,172.25.3.254,xdsl 30,BLOQUEADO,In-Corte
empcacarr_m,172.22.102.254,xdsl 40,HABILITADO,Activo
palgwgarc,172.25.8.254,xdsl 13,HABILITADO,Cancel
vinregist,172.25.1.250,xdsl 22,HABILITADO,Activo
maccaveram_m,172.20.38.254,xdsl 5,HABILITADO,Activo
quenframi,172.22.37.254,xdsl 39,HABILITADO,Cancel
vinggacur,172.25.2.254,xdsl 5,HABILITADO,Activo
gyecandyplanet2,172.27.151.254,xdsl 25,HABILITADO,Cancel
gyejomoli,172.17.112.253,xdsl 12,HABILITADO,Activo
triorcarrielg_m,10.114.1.254,xdsl 32,HABILITADO,Activo
jiprasalazarm,172.21.32.254,xdsl 37,HABILITADO,Cancel
milaegom_m4,172.16.22.252,xdsl 25,HABILITADO,Activo
quehdjimeneze,172.22.41.254,xdsl 17,HABILITADO,Activo
empcgvele_m,172.22.101.254,xdsl 44,HABILITADO,Activo
quedcproanor_m,172.22.29.254,xdsl 10,HABILITADO,Activo
libmmmsa_m,172.18.41.254,xdsl 44,HABILITADO,Activo
LIBRE,10.114.11.254,xdsl 37,BLOQUEADO,In-Corte
zarcsromeros1,172.24.66.254,xdsl 31,HABILITADO,Activo
empmoorma_m,172.22.100.254,xdsl 33,HABILITADO,Activo
blsfhpaladi,10.111.3.253,xdsl 39,HABILITADO,Activo
pinfaromerop2,172.24.51.254,xdsl 1,HABILITADO,Activo
manbagile_m,172.28.34.251,xdsl 14,HABILITADO,Activo
LIBRE,10.114.10.254,xdsl 35,BLOQUEADO,In-Corte
porjjsoledispa,172.29.50.254,xdsl 39,HABILITADO,Activo
milaaviterip,172.16.54.254,xdsl 6,HABILITADO,Activo
trofetorress,10.114.2.254,xdsl 18,HABILITADO,Activo
baleaespi,172.26.2.252,xdsl 16,HABILITADO,Activo
trimeherrerar1,10.114.3.254,xdsl 30,HABILITADO,Cancel
blsrcfeijoov2_m,10.111.3.254,xdsl 7,HABILITADO,Activo
milhesojosc_m,172.16.45.254,xdsl 42,HABILITADO,Activo
miljfgome_m,172.16.21.254,xdsl 8,HABILITADO,Activo
troortiza,10.114.9.253,xdsl 44,HABILITADO,Activo
milmebac_m,172.16.22.253,xdsl 12,HABILITADO,Activo
quemapereza_m,172.22.56.254,xdsl 12,HABILITADO,Activo
jipkaavil,172.21.32.253,xdsl 38,HABILITADO,Activo
macaguil_m,172.20.36.254,xdsl 18,HABILITADO,Activo
porchmunozm2,172.29.21.253,xdsl 20,HABILITADO,Activo
LIBRE,172.20.20.254,xdsl 1,BLOQUEADO,In-Corte
porpazambranom,172.29.30.254,xdsl 5,HABILITADO,Activo
gyegddelgadof,172.17.106.254,xdsl 19,HABILITADO,Activo
vinmgcast_m,172.25.2.253,xdsl 28,HABILITADO,Activo
yagdrrivasa,172.16.106.253,xdsl 5,HABILITADO,Activo
poramzambranoi,172.29.58.254,xdsl 3,HABILITADO,Activo
milaagav_m6,172.16.21.241,xdsl 13,HABILITADO,Activo
troaonaranjot,10.114.4.253,xdsl 11,HABILITADO,Activo
milgmguam_m6,172.16.60.254,xdsl 3,HABILITADO,Cancel
straamont_m3,172.20.40.254,xdsl 23,HABILITADO,Activo
uiojcollaguazo,172.30.254.179,xdsl 42,HABILITADO,Activo
manrfchevezm,172.28.21.254,xdsl 45,HABILITADO,Activo
jipcperezr,172.21.21.254,xdsl 39,HABILITADO,Activo
uiorcsalazarr,172.30.251.82,xdsl 21,HABILITADO,Activo
porvachav,172.29.98.254,xdsl 18,HABILITADO,Activo
manclrive_m,172.28.34.249,xdsl 34,HABILITADO,Activo
LIBRE,172.26.2.253,xdsl 30,BLOQUEADO,In-Corte
milsclazob_m6,172.16.45.254,xdsl 11,HABILITADO,Activo
sallfpani_m,172.18.63.254,xdsl 30,HABILITADO,Activo
manrs.,172.28.40.61,xdsl 34,HABILITADO,Cancel
balegviva,172.26.2.252,xdsl 24,HABILITADO,Activo
stdabquinte_m,172.30.253.76,xdsl 38,HABILITADO,Activo
quelacevallosu,172.22.66.254,xdsl 3,HABILITADO,Activo
blslhrome,10.111.3.254,xdsl 5,HABILITADO,Activo
trikjjimenezo,10.114.3.254,xdsl 17,HABILITADO,Activo
porlrparr2,172.29.50.254,xdsl 13,HABILITADO,Cancel
trosjalqu,10.114.2.254,xdsl 20,HABILITADO,Activo
milaeparede_m6,172.16.54.254,xdsl 3,HABILITADO,Activo
pinyibust_m,172.24.51.254,xdsl 9,HABILITADO,Activo
trosmrome_m,10.114.10.254,xdsl 32,HABILITADO,Activo
mancanavarrete2,172.28.34.251,xdsl 12,HABILITADO,Activo
LIBRE,10.111.3.253,xdsl 18,BLOQUEADO,In-Corte
quehrpizaz,172.22.68.254,xdsl 13,HABILITADO,Activo
librcruzg_m,172.18.41.254,xdsl 10,HABILITADO,Activo
quejezapa_m,172.22.52.254,xdsl 9,HABILITADO,Activo
quecanavasc,172.22.29.254,xdsl 5,HABILITADO,Activo
milhjmendozat,172.16.22.252,xdsl 11,HABILITADO,Activo
LIBRE,172.22.101.254,xdsl 22,BLOQUEADO,In-Corte
quermubep,172.22.41.254,xdsl 28,HABILITADO,Activo
trilavasq,10.114.1.254,xdsl 42,HABILITADO,Activo
gyeeaidro_m,172.17.112.253,xdsl 29,HABILITADO,Activo
gyepolidistri,172.27.151.254,xdsl 17,HABILITADO,Cancel
zarnmrome_m,172.24.64.254,xdsl 39,HABILITADO,Activo
trokssuqu2,10.114.13.254,xdsl 28,HABILITADO,Activo
vinjecaic23,172.25.2.254,xdsl 46,HABILITADO,Cancel
quejlmaci,172.22.37.254,xdsl 28,HABILITADO,Cancel
LIBRE,172.25.1.250,xdsl 25,BLOQUEADO,In-Corte
maclvidalg1,172.20.38.254,xdsl 44,HABILITADO,Activo
empaecarr,172.22.102.254,xdsl 4,HABILITADO,Activo
palijhinostroza,172.25.8.254,xdsl 33,HABILITADO,Activo
vinmromeroa,172.25.1.254,xdsl 3,HABILITADO,Activo
mandiponc_m,172.28.50.254,xdsl 28,HABILITADO,Cancel
quegmsant,172.22.21.252,xdsl 21,HABILITADO,Activo
libeemend_m,172.18.52.254,xdsl 46,HABILITADO,Activo
bbhlblaraa_m,172.23.24.254,xdsl 43,HABILITADO,Activo
durclgilcesr_m,172.17.104.254,xdsl 3,HABILITADO,Activo
stlgbamayaj_m,172.18.56.254,xdsl 5,HABILITADO,Activo
quelmmaig,172.22.53.254,xdsl 11,HABILITADO,Activo
trofmcastrom,10.114.9.254,xdsl 48,HABILITADO,Activo
manjmgarc_m,172.28.86.251,xdsl 47,HABILITADO,Activo
LIBRE,172.25.6.254,xdsl 37,BLOQUEADO,In-Corte
manfcaler_m,172.28.125.254,xdsl 35,HABILITADO,Activo
LIBRE,172.16.21.245,xdsl 44,BLOQUEADO,In-Corte
trolalemaq,10.114.6.254,xdsl 10,HABILITADO,Activo
manmrgarc,172.28.48.254,xdsl 17,HABILITADO,Cancel
triadcord_m,10.114.12.254,xdsl 46,HABILITADO,Activo
milwramij_m,172.16.39.254,xdsl 29,HABILITADO,Activo
blselvala_m,10.111.2.254,xdsl 42,HABILITADO,Activo
miljmsolo_m6,172.16.20.253,xdsl 15,HABILITADO,Activo
manjrandradeb,172.28.34.254,xdsl 10,HABILITADO,Activo
uiompespinozab2,172.30.251.84,xdsl 8,HABILITADO,Activo
zarfemaca_m,172.24.65.254,xdsl 14,HABILITADO,Activo
trijiguti,10.114.3.253,xdsl 42,HABILITADO,Activo
pinfgonof_m,172.24.32.254,xdsl 33,HABILITADO,Cancel
durjlagui_m,172.17.133.254,xdsl 3,HABILITADO,Activo
empcdbrio_m,172.22.101.252,xdsl 24,HABILITADO,Activo
quewfleonv,172.22.65.254,xdsl 33,HABILITADO,Activo
milmmandrad_m,172.16.21.252,xdsl 20,HABILITADO,Activo
vintjaguirres1,172.25.1.253,xdsl 40,HABILITADO,Activo
pincsmorale_m,172.24.30.254,xdsl 6,HABILITADO,Activo
milvstenes_m6,172.16.94.254,xdsl 45,HABILITADO,Activo
tromcastilloc,10.114.4.254,xdsl 38,HABILITADO,Activo
quefapetaol,172.22.44.254,xdsl 25,HABILITADO,Activo
durfxcarv_m,172.17.105.254,xdsl 23,HABILITADO,Activo
pinlmramirezg_m,172.24.52.254,xdsl 13,HABILITADO,Activo
pinmjvill_m,172.24.48.254,xdsl 29,HABILITADO,Activo
LIBRE,172.22.58.254,xdsl 27,BLOQUEADO,In-Corte
zarkmtorot_m,172.24.69.254,xdsl 3,HABILITADO,Activo
pormdreinac,172.29.106.252,xdsl 13,HABILITADO,Activo
quecasant_m,172.22.50.254,xdsl 19,HABILITADO,Activo
jipwvvill,172.21.36.254,xdsl 23,HABILITADO,Activo
LIBRE,172.16.106.254,xdsl 31,BLOQUEADO,In-Corte
jipiamira,172.21.29.254,xdsl 14,HABILITADO,Cancel
jipmfcooxv,172.21.34.254,xdsl 36,HABILITADO,Activo
baljymore,172.26.2.254,xdsl 22,HABILITADO,Cancel
LIBRE,172.17.120.254,xdsl 11,BLOQUEADO,In-Corte
milmatoma_m,172.16.21.242,xdsl 40,HABILITADO,Activo
macetordo_m,172.20.62.254,xdsl 34,HABILITADO,Activo
porcacedenov,172.29.106.254,xdsl 44,HABILITADO,Activo
quejtpadi,172.22.51.254,xdsl 36,HABILITADO,Activo
milemabarcab,172.16.20.254,xdsl 34,HABILITADO,Activo
quemebuen,172.22.57.254,xdsl 14,HABILITADO,Cancel
milvetucuna_m,172.16.20.251,xdsl 41,HABILITADO,Activo
pingvromerol_m,172.24.34.254,xdsl 28,HABILITADO,Activo
LIBRE,172.22.33.254,xdsl 4,BLOQUEADO,In-Corte
LIBRE,172.22.21.254,xdsl 41,HABILITADO,In-Corte
pores.a,172.29.62.254,xdsl 20,HABILITADO,Activo
LIBRE,172.28.86.239,xdsl 47,BLOQUEADO,In-Corte
porcedelgadom,172.29.26.252,xdsl 28,HABILITADO,Activo
uioppcorr,172.30.249.146,xdsl 38,HABILITADO,Activo
pormaintriagol1,172.29.26.251,xdsl 2,HABILITADO,Cancel
gyefajijo,172.17.112.254,xdsl 32,HABILITADO,Activo
milragarcia_m6,172.16.22.254,xdsl 9,HABILITADO,Activo
poraacedenog,172.29.122.254,xdsl 9,HABILITADO,Activo
milcc,172.16.22.246,xdsl 31,HABILITADO,Activo
uiogrsegovial,172.30.251.85,xdsl 28,HABILITADO,Activo
milirgome_m4,172.16.24.251,xdsl 44,HABILITADO,Activo
poroialcivarg,172.29.86.254,xdsl 13,HABILITADO,Activo
pineaagui_m,172.24.47.254,xdsl 45,HABILITADO,Activo
milrfchav_m,172.16.20.250,xdsl 40,HABILITADO,Activo
quehmmaci_m,172.22.67.254,xdsl 1,HABILITADO,Activo
manfdespinozab,172.28.34.248,xdsl 21,HABILITADO,Activo
quelliu_m,172.22.70.254,xdsl 7,HABILITADO,Activo
zartfcana_m,172.24.70.254,xdsl 20,HABILITADO,Activo
libmjavel_m,172.18.55.254,xdsl 40,HABILITADO,Activo
bbhjcaguirr_m,172.23.37.254,xdsl 33,HABILITADO,Activo
pinaacedenoz2_m,172.24.30.253,xdsl 43,HABILITADO,Cancel
pinrdmartinezf,172.24.28.254,xdsl 20,HABILITADO,Activo
milgotapiar_m4,172.16.20.254,xdsl 46,HABILITADO,Activo
quejwespinelv,172.22.57.254,xdsl 16,HABILITADO,Activo
quevechangh_m,172.22.51.254,xdsl 28,HABILITADO,Activo
gyeosespino,172.17.120.254,xdsl 13,HABILITADO,Activo
macmamendezb,172.20.62.254,xdsl 13,HABILITADO,Activo
porjrcarr,172.29.26.250,xdsl 42,HABILITADO,Activo
milmjcastrog_m,172.16.21.242,xdsl 24,HABILITADO,Activo
porxwang,172.29.90.254,xdsl 44,HABILITADO,Activo
jipjrbravom,172.21.29.254,xdsl 44,HABILITADO,Activo
balpsgonzaleza,172.26.2.254,xdsl 47,HABILITADO,Activo
jipvhayono,172.21.34.254,xdsl 5,HABILITADO,Activo
LIBRE,172.16.106.254,xdsl 44,HABILITADO,In-Corte
quelhauca,172.22.50.254,xdsl 47,HABILITADO,Activo
zarmamoli_m,172.24.69.254,xdsl 37,HABILITADO,Activo
pormeloors,172.29.106.252,xdsl 15,HABILITADO,Activo
quedvbritoa,172.22.58.254,xdsl 11,HABILITADO,Activo
pinypcarr_m,172.24.48.254,xdsl 23,HABILITADO,Activo
pinpvpardoo1,172.24.52.254,xdsl 35,HABILITADO,Activo
quekachuz,172.22.44.254,xdsl 24,HABILITADO,Activo
LIBRE,172.25.1.253,xdsl 6,BLOQUEADO,In-Corte
milspfreireb_m4,172.16.94.254,xdsl 23,HABILITADO,Activo
pingegall_m,172.24.30.254,xdsl 19,HABILITADO,Activo
milfzapataa_m6,172.16.21.252,xdsl 30,HABILITADO,Activo
durjmorbel_m,172.17.133.254,xdsl 12,HABILITADO,Activo
quegapach_m,172.22.65.254,xdsl 21,HABILITADO,Activo
empcmmore2_m,172.22.101.252,xdsl 30,HABILITADO,Activo
pincsloay_m,172.24.32.254,xdsl 3,HABILITADO,Activo
zarsborte_m,172.24.65.254,xdsl 20,HABILITADO,Activo
LIBRE,172.16.20.253,xdsl 44,BLOQUEADO,In-Corte
miljvbohorq_m4,172.16.57.254,xdsl 18,HABILITADO,Activo
trileeliz_m,10.114.3.253,xdsl 46,HABILITADO,Activo
blsfdriofri_m,10.111.2.254,xdsl 26,HABILITADO,Activo
triajruizu2,10.114.12.254,xdsl 9,HABILITADO,Cancel
milsatoba_m6,172.16.21.245,xdsl 26,HABILITADO,Activo
manraluca_m,172.28.48.254,xdsl 44,HABILITADO,Activo
trodebermeoc,10.114.6.254,xdsl 26,HABILITADO,Activo
LIBRE,172.25.6.254,xdsl 45,BLOQUEADO,In-Corte
manlezavalaz,172.28.125.254,xdsl 4,HABILITADO,Activo
gyegfcarrascom1,172.17.127.254,xdsl 20,HABILITADO,In-Corte
manmjgarc_m,172.28.86.251,xdsl 22,HABILITADO,Activo
quemeorti_m,172.22.53.254,xdsl 34,HABILITADO,Activo
tromnmunzonv,10.114.9.254,xdsl 37,HABILITADO,Activo
libgruvip,172.18.52.254,xdsl 4,HABILITADO,Activo
stlnecor,172.18.56.254,xdsl 30,HABILITADO,Cancel
millmpere_m6,172.16.24.253,xdsl 22,HABILITADO,Activo
libfopalmad_m,172.18.39.254,xdsl 12,HABILITADO,Activo
bbhapalva2_m,172.23.24.254,xdsl 13,HABILITADO,Activo
pinejfeij_m3,172.24.32.253,xdsl 10,HABILITADO,Cancel
